title,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Price
Hyundai Tucson,26286,2018,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,12999
Mercedes-Benz C Class,84400,2014,5,Diesel,Saloon,2.1L,Automatic,4,5,Euro 6,15500
Vauxhall Insignia Grand Sport,41887,2017,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,11795
Vauxhall Mokka X,44728,2018,2,Petrol,SUV,1.4L,Manual,5,5,Euro 6,10999
BMW 1 SERIES,47964,2017,1,Petrol,Hatchback,1.5L,Automatic,5,5,Euro 6,16099
Volkswagen Passat,62000,2018,1,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,13199
Volkswagen Sharan,160291,2005,1,Diesel,MPV,1.9L,Manual,5,7,Euro 4,4575
Citroen C3,31595,2018,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10256
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
BMW 2 SERIES DIESEL GRAN TOURER,60459,2016,3,Diesel,MPV,2.0L,Manual,5,7,Euro 6,14447
Vauxhall Corsa,8720,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,13999
Renault Clio,28688,2022,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,13499
Mercedes-Benz A Class,55461,2019,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,17899
Citroen Grand C4 Picasso,80861,2016,2,Diesel,MPV,1.6L,Manual,5,7,Euro 6,7790
Peugeot 208,7794,2020,1,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 6,16899
Vauxhall Corsa,39065,2019,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,8799
BMW 1 Series,128000,2012,3,Diesel,Hatchback,2.0L,Automatic,5,5,Euro 5,7500
Renault Megane,36063,2012,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,4400
Renault Grand Scenic,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,4000
Nissan Leaf,60695,2014,0,Electric,Hatchback,null,Automatic,5,5,null,5390
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Citroen C3,22506,2019,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10998
BMW 1 Series,97000,2016,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,9995
Citroen C3,50000,2013,0,Diesel,Hatchback,1.4L,Manual,5,5,Euro 5,4700
Nissan Juke,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,11000
Volkswagen Golf,72400,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,8995
MINI Hatch,58700,2013,2,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,9299
SEAT Ibiza,18746,2022,1,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,17899
Volkswagen Polo,34133,2016,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,10498
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
Vauxhall Crossland X Hatchback,26000,2019,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,10999
Ford Focus Diesel Hatchback,21000,2020,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,15999
Mercedes-Benz GLE Class,92000,2019,1,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,33900
Mazda MAZDA6 TOURER,23178,2020,1,Petrol,Estate,2.5L,Automatic,5,5,Euro 6,23910
Peugeot 108,25846,2018,1,Petrol,Hatchback,1.2L,Manual,5,4,Euro 6,8695
Vauxhall Crossland X,19632,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,13499
Hyundai i20,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1850
Toyota Aygo,16420,2019,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,10700
MINI Hatch Cooper,57237,2014,2,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,6995
MG MG ZS,1,2023,0,Petrol,SUV,1.5L,Manual,5,5,Euro 6,18515
Ford Fiesta,26451,2017,0,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,10883
KIA Sportage Estate,29246,2019,2,Petrol,SUV,1.6L,Manual,5,5,Euro 6,15862
BMW 5 Series,85000,2014,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,12999
Volvo V60,70325,2016,3,Diesel,Estate,2.0L,Manual,5,5,Euro 6,9990
BMW X3 Series,45155,2019,1,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,28240
Ford Fiesta,44500,2016,0,Petrol,Hatchback,1.3L,Manual,3,5,Euro 6,7695
Audi Q5,96000,2012,2,Diesel,SUV,2.0L,Automatic,5,5,Euro 5,9990
Vauxhall Corsa,6461,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,13995
Toyota Yaris,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,13000
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
Land Rover Range Rover Sport,36363,2015,0,Diesel,SUV,3.0L,Automatic,5,5,Euro 5,25995
Citroen C3 AIRCROSS,49047,2018,2,Diesel,SUV,1.6L,Manual,5,5,Euro 6,9500
Ford Fiesta,41485,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,10699
Volkswagen Caddy Maxi Life,119842,2014,0,Diesel,MPV,1.6L,Automatic,5,7,Euro 5,8995
Jeep Renegade,61000,2015,2,Petrol,SUV,1.4L,Manual,5,5,Euro 6,10300
KIA Xceed Hatchback,4000,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,18499
Vauxhall Crossland X,17782,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,13599
Vauxhall Astra,30407,2019,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,10600
Nissan Qashqai,30287,2019,1,Diesel,SUV,1.5L,Manual,5,5,Euro 6,14999
Peugeot 508,58256,2021,2,Petrol,Estate,1.6L,Automatic,5,5,Euro 6,17999
BMW 2 Series,26607,2019,0,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,17599
MINI Hatch,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,11999
Renault Clio,138061,2007,5,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,500
Ford Focus,124512,2007,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,750
BMW 3 Series,118000,2008,0,Diesel,Convertible,3.0L,Automatic,2,4,Euro 4,2999
SEAT Ibiza,120842,2010,4,Diesel,Hatchback,1.2L,Manual,3,5,Euro 5,400
Ford Fiesta,111875,2007,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,499
Peugeot 307 CC,114053,2006,1,Petrol,Convertible,1.6L,Manual,2,4,Euro 4,700
Mazda MX-5,131848,2004,4,Petrol,Convertible,1.8L,Manual,2,2,Euro 3,799
Fiat Stilo,71000,2004,0,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,640
Ford KA,70321,2008,6,Petrol,Hatchback,1.3L,Manual,3,5,Euro 4,700
Vauxhall Corsa,92000,2009,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,850
Toyota Verso,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7,Euro 5,1575
MINI Hatch,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,11999
MINI Convertible,93552,2004,4,Petrol,Convertible,1.6L,Manual,2,4,Euro 4,1000
Audi A4,127000,2009,5,Petrol,Saloon,1.8L,Manual,4,5,Euro 4,950
Renault Clio,103200,2008,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,800
Peugeot 206,62694,2005,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 3,950
Peugeot 207,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1990
Renault Twingo,66700,2008,0,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,1695
Peugeot 207,48000,2008,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,1500
Vauxhall Corsa,99513,2008,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1000
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Hyundai Coupe,64000,2005,0,Petrol,Coupe,1.6L,Manual,3,4,Euro 3,1495
Honda Civic,159630,2004,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 3,699
Peugeot 208,91000,2014,2,Diesel,Hatchback,1.4L,Manual,3,5,Euro 5,2990
Audi A6 Allroad,174009,2003,1,Diesel,Estate,2.5L,Automatic,5,5,Euro 4,595
Peugeot 207,89500,2011,5,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,945
Vauxhall Zafira,77175,2006,3,Petrol,MPV,1.8L,Manual,5,7,Euro 4,1500
SKODA Octavia,117072,2005,4,Diesel,Hatchback,1.9L,Manual,5,5,Euro 4,799
Vauxhall Tigra,99464,2008,5,Petrol,Convertible,1.4L,Manual,2,2,Euro 4,800
SEAT Toledo,168870,2001,1,Diesel,Saloon,1.9L,Manual,4,5,Euro 2,700
BMW X5,115000,2007,0,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,4495
Vauxhall Corsa,135000,2015,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,2789
Volkswagen Jetta,61637,2013,0,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,6698
Vauxhall Corsa,78648,2005,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1000
Volkswagen Polo,121639,2010,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,2999
Fiat Punto EVO,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,1989
Vauxhall Astra,115000,2005,0,Diesel,Hatchback,1.7L,Manual,5,5,Euro 4,450
Vauxhall Astra,175000,2010,5,Diesel,Hatchback,1.7L,Manual,5,5,Euro 5,875
Vauxhall Astra,64000,2010,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,1990
Ford Streetka,91000,2003,8,Petrol,Convertible,1.6L,Manual,2,2,Euro 4,990
MINI Hatch,111000,2010,6,Diesel,Hatchback,1.6L,Manual,3,4,Euro 5,2490
Vauxhall Corsa,86786,2009,0,Diesel,Hatchback,1.3L,Manual,5,5,Euro 4,1548
Mazda Mazda3,129000,2005,0,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,999
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Peugeot 308,55301,2016,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,9149
Nissan Qashqai+2,129100,2013,6,Diesel,SUV,1.5L,Manual,5,7,Euro 5,1895
Audi A3,142900,2008,0,Diesel,Hatchback,1.9L,Manual,5,5,Euro 4,850
KIA RIO,26000,2010,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,2990
Ford Fiesta,116000,2007,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,1295
Vauxhall Insignia,168100,2013,4,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,1495
Toyota Verso,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7,Euro 5,1575
Citroen C3 Picasso,106583,2010,0,Diesel,MPV,1.6L,Manual,5,5,Euro 5,1995
Vauxhall Adam,70984,2013,8,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,1295
Vauxhall Astra,100000,2015,4,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,2499
Peugeot 208,100000,2014,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,2199
Peugeot 207,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1990
Vauxhall Zafira Tourer,42847,2017,0,Diesel,MPV,2.0L,Manual,5,7,Euro 6,13399
Suzuki Swift,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5,Euro 6,10707
Ford Fiesta,104000,2005,5,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,1490
Mercedes-Benz E Class,135000,2011,0,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,2994
Vauxhall Astra,115826,2010,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1370
SEAT Ibiza,98000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,2450
Vauxhall Astra,101000,2016,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,3480
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Vauxhall Astra,107000,2012,0,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,1995
Jeep Patriot,112654,2008,4,Diesel,SUV,2.0L,Manual,5,5,Euro 4,1000
Vauxhall Corsa,88000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,3350
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Vauxhall Corsa,39993,2020,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10998
Volvo V50,172000,2009,0,Diesel,Estate,2.4L,Automatic,5,5,Euro 4,1985
Citroen DS4,127000,2012,0,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 5,3495
Citroen Berlingo,92700,2004,0,Diesel,MPV,2.0L,Manual,5,5,Euro 3,1495
Mitsubishi Outlander,145000,2007,0,Diesel,SUV,2.0L,Manual,5,7,Euro 4,1489
Ford Ecosport,98000,2014,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,3850
Ford Mondeo,149154,2007,4,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,899
Renault Clio,123000,2009,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1295
Honda Jazz,93000,2002,5,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 3,1990
Vauxhall Corsa,135000,2015,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,2789
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Suzuki Swift,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5,Euro 6,10707
MINI Hatch,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,11999
MG TF,40000,2004,4,Petrol,Convertible,1.6L,Manual,2,2,Euro 3,1800
Volkswagen Polo,67710,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,4310
Ford Fiesta,83653,2006,5,Petrol,Hatchback,1.3L,Manual,3,5,Euro 4,995
Renault Clio,102000,2009,0,Diesel,Hatchback,1.5L,Manual,3,5,Euro 4,1295
Renault Clio,62203,2013,6,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,2400
Citroen Xsara Picasso,110000,2007,3,Diesel,MPV,1.6L,Manual,5,5,Euro 4,995
Nissan Qashqai+2,94932,2009,2,Diesel,SUV,2.0L,Manual,5,7,Euro 4,2500
MG ZR,92000,2005,0,Petrol,Hatchback,1.4L,Manual,5,5,Euro 3,1395
Peugeot 207 SW,114312,2008,9,Petrol,Estate,1.4L,Manual,5,5,Euro 4,895
Fiat Punto EVO,86997,2011,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,2250
Fiat Punto EVO,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,1989
Vauxhall Corsa,39993,2020,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10998
Ford Fiesta,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,9990
Toyota Yaris,125000,2002,0,Petrol,Hatchback,1.5L,Manual,3,5,Euro 3,1395
Fiat Multipla,106000,2007,5,Diesel,MPV,1.9L,Manual,5,6,Euro 4,1985
Renault Clio,104000,2003,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 3,895
Honda Jazz,127000,2007,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,994
KIA Soul,97000,2010,3,Diesel,SUV,1.6L,Manual,5,5,Euro 4,1989
Ford KA,59000,2013,0,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,2595
Vauxhall Corsa,76874,2006,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1000
Mitsubishi Outlander,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,795
Ford Fiesta,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,9990
Peugeot 308,55301,2016,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,9149
Vauxhall Insignia,162000,2015,0,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,2795
Mazda Mazda6,107819,2009,0,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,1795
SEAT Leon,126000,2014,7,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,3000
Ford Focus,117000,2010,4,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,1399
Honda Accord,192567,2007,5,Diesel,Saloon,2.2L,Manual,4,5,Euro 4,950
Fiat Grande Punto,128000,2008,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,2250
BMW 1 Series,137000,2012,3,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,3995
Volkswagen Lupo,86336,2000,3,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,1750
Peugeot 407,99000,2006,0,Diesel,Coupe,2.7L,Automatic,2,4,Euro 4,2150
Ford Focus,77000,2007,4,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,1499
Vauxhall Corsa,135000,2015,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,2789
Peugeot 308,55301,2016,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,9149
Vauxhall Corsa,39993,2020,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10998
Volkswagen Passat,160000,2002,5,Diesel,Estate,1.9L,Manual,5,5,Euro 3,1290
SEAT Ibiza,110000,2012,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,2489
Vauxhall Astra,74520,2007,0,Diesel,Hatchback,1.7L,Manual,5,5,Euro 4,990
Ford Mondeo,118000,2010,4,Diesel,Hatchback,1.8L,Manual,5,5,Euro 4,1895
Audi Q7,145000,2006,0,Diesel,SUV,3.0L,Automatic,5,7,Euro 4,1994
Mazda Mazda2,114000,2011,5,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,2000
Vauxhall Astra,169000,2012,0,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,1950
Peugeot 206 CC,48276,2003,5,Petrol,Convertible,1.6L,Manual,2,4,Euro 3,1100
Ford Focus,86000,2010,0,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,2000
Peugeot 207,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1990
Vauxhall Zafira Tourer,42847,2017,0,Diesel,MPV,2.0L,Manual,5,7,Euro 6,13399
Vauxhall Astra,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,4999
Vauxhall Insignia,121723,2012,0,Diesel,Estate,2.0L,Manual,5,5,Euro 5,2495
Toyota Yaris,90285,2007,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,1495
Honda Jazz,87637,2005,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1295
Renault Megane,106500,2015,3,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,2495
Citroen C1,79000,2008,3,Petrol,Hatchback,1.0L,Manual,3,4,Euro 4,1795
Vauxhall Astra,96000,2006,5,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,1299
Renault Clio,93000,2010,0,Diesel,Hatchback,1.5L,Manual,3,5,Euro 4,2490
Land Rover Discovery Sport,70000,2017,1,Diesel,SUV,2.0L,Automatic,5,7,Euro 6,15700
Fiat 500,107000,2011,2,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,2500
Ford Ecosport,98000,2014,3,Diesel,SUV,1.5L,Manual,5,5,Euro 5,3850
Vauxhall Astra,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,4999
Volkswagen Jetta,61637,2013,0,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,6698
Ford Fiesta,92000,2010,0,Petrol,Hatchback,1.3L,Manual,5,5,Euro 5,2695
Mercedes-Benz C Class,72200,2001,0,Petrol,Saloon,2.0L,Automatic,4,5,Euro 3,1495
Ford Focus,79567,2013,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,3495
KIA Picanto,78582,2011,3,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,2450
MINI Hatch,70930,2010,0,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,2495
Vauxhall Astra,118000,2017,1,Diesel,Estate,1.6L,Manual,5,5,Euro 6,3250
Renault Clio,97000,2011,0,Petrol,Hatchback,1.6L,Automatic,3,5,Euro 5,3489
Vauxhall Astra,109400,2010,0,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,1795
Fiat Grande Punto,83404,2008,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1995
MINI Hatch,95942,2009,7,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,999
Toyota Verso,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7,Euro 5,1575
Vauxhall Insignia,120000,2010,3,Diesel,Estate,2.0L,Automatic,5,5,Euro 5,1999
Audi A3,190000,2009,3,Diesel,Hatchback,1.9L,Manual,5,5,Euro 4,1250
SKODA Fabia,85010,2001,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 2,999
Vauxhall Tigra,77000,2005,3,Petrol,Convertible,1.4L,Manual,2,2,Euro 4,999
Ford Focus,94519,2006,1,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,1190
SEAT Ibiza,137580,2010,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1995
Vauxhall Insignia,136000,2011,4,Diesel,Estate,2.0L,Manual,5,5,Euro 5,1500
Volkswagen Golf Plus,86000,2010,5,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,1995
Vauxhall Astra,90081,2002,4,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,1000
Renault Clio,104000,2008,2,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,993
MINI Hatch,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,11999
Vauxhall Corsa,97632,2005,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,999
Renault Clio,95000,2013,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,3995
Ford C-max,111000,2008,5,Diesel,MPV,1.8L,Manual,5,5,Euro 4,1350
Chrysler PT Cruiser,104000,2005,0,Petrol,Hatchback,2.0L,Automatic,5,5,Euro 3,1475
Renault Clio,115640,2010,0,Diesel,Hatchback,1.5L,Manual,5,5,Euro 4,1499
Peugeot 207 CC,48000,2011,4,Petrol,Convertible,1.6L,Manual,2,4,Euro 5,2000
Volkswagen Passat,129000,2010,5,Diesel,Saloon,2.0L,Automatic,4,5,Euro 5,2990
Vauxhall Corsa,87464,2009,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,790
Citroen C3,124530,2010,0,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,1495
Mitsubishi Outlander,145000,2007,0,Diesel,SUV,2.0L,Manual,5,7,Euro 4,1489
Suzuki Swift,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5,Euro 6,10707
Fiat Doblo,85000,2004,0,Diesel,Estate,1.3L,Manual,5,5,Euro 4,1495
Honda Civic,69000,2004,3,Diesel,Hatchback,1.7L,Manual,3,5,Euro 4,1795
Honda Accord,153636,2000,0,Petrol,Coupe,3.0L,Automatic,2,4,Euro 3,1195
Mazda Mazda6,112000,2010,0,Diesel,Hatchback,2.2L,Manual,5,5,Euro 5,1650
Vauxhall Corsa,109091,2009,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,1995
Ford Focus C-max,91617,2007,0,Petrol,MPV,1.6L,Manual,5,5,Euro 4,700
Citroen C1,135000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,993
Citroen C1,107000,2005,0,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,3494
Honda Cr-z,112000,2010,0,Petrol Hybrid,Coupe,1.5L,Manual,3,4,Euro 5,2795
Vauxhall Corsa,39993,2020,0,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,10998
Vauxhall Astra,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 6,4999
Renault Clio,85434,2014,4,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,3500
Ford Streetka,78715,2003,0,Petrol,Convertible,1.6L,Manual,2,2,Euro 4,1000
Renault Clio,115083,2007,7,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,500
Volvo V50,153092,2009,2,Diesel,Estate,2.4L,Automatic,5,5,Euro 4,2299
Peugeot 207,94700,2009,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,1450
Rover 45,24000,2004,0,Petrol,Saloon,1.8L,Automatic,4,5,Euro 3,2495
Nissan Qashqai,76000,2012,4,Diesel,SUV,1.5L,Manual,5,5,Euro 5,3989
Alfa Romeo 159,68000,2008,2,Diesel,Saloon,2.4L,Automatic,4,5,Euro 4,2489
Suzuki Swift,109000,2006,0,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,1450
Fiat Punto,75061,2004,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 3,1995
Volkswagen Jetta,61637,2013,0,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,6698
Suzuki Swift,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5,Euro 6,10707
Nissan Micra,79000,2006,0,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,1490
Lexus GS 450h,160000,2006,0,Petrol Hybrid,Saloon,3.5L,Automatic,4,5,Euro 5,2500
Honda Jazz,136000,2006,6,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,975
Ford Mondeo,128000,2009,0,Diesel,Hatchback,2.0L,Manual,5,5,Euro 4,1250
Vauxhall Astra,87000,2010,0,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,2850
Renault Grand Scenic,65500,2010,3,Diesel,MPV,1.5L,Manual,5,7,Euro 5,2500
BMW 3 Series,138000,2009,0,Petrol,Saloon,2.0L,Automatic,4,5,Euro 5,2995
Alfa Romeo Mito,81710,2010,0,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,2495
Mazda Mazda2,90000,2010,3,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,2480
Citroen C4,121255,2012,0,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,2190
Mitsubishi Outlander,145000,2007,0,Diesel,SUV,2.0L,Manual,5,7,Euro 4,1489
Suzuki Swift,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5,Euro 6,10707
Peugeot 307,75000,2005,0,Diesel,Hatchback,2.0L,Manual,5,5,Euro 3,1495
Nissan Qashqai,115000,2009,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 4,1695
Peugeot 206,128000,2004,0,Petrol,Hatchback,1.1L,Manual,5,5,Euro 3,999
Jaguar XF,146000,2015,0,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,3494
Honda Civic,71360,2004,2,Petrol,Hatchback,1.6L,Automatic,3,5,Euro 3,1880
Ford Fiesta,65000,2009,3,Petrol,Hatchback,1.3L,Manual,3,5,Euro 4,2799
